id,original_text,clean_text,sentiment,polarity,subjectivity,lang,place,place_coord_boundaries
1235088834787860481,The fact that Goblin Slayer hasn’t named a single character and I’m this invested is so astounding,The fact Goblin Slayer named single character I invested astounding,"Sentiment(polarity=0.2642857142857143, subjectivity=0.6071428571428571)",0.2642857142857143,0.6071428571428571,en,"San Diego, CA",
1235084813259788288,"@crzyboy190 @LeitungEvolved Dorohedero, Claymore, and Goblin Slayer are all pretty dark, and those are the more pop… https://t.co/lhv0N47gtv",crzyboy190 LeitungEvolved Dorohedero Claymore Goblin Slayer pretty dark pop,"Sentiment(polarity=0.05, subjectivity=0.7)",0.05,0.7,en,"Maryland, USA",
id,original_text,clean_text,sentiment,polarity,subjectivity,lang,place,place_coord_boundaries
1235088834787860481,The fact that Goblin Slayer hasn’t named a single character and I’m this invested is so astounding,The fact Goblin Slayer named single character I invested astounding,"Sentiment(polarity=0.2642857142857143, subjectivity=0.6071428571428571)",0.2642857142857143,0.6071428571428571,en,"San Diego, CA",
1235084813259788288,"@crzyboy190 @LeitungEvolved Dorohedero, Claymore, and Goblin Slayer are all pretty dark, and those are the more pop… https://t.co/lhv0N47gtv",crzyboy190 LeitungEvolved Dorohedero Claymore Goblin Slayer pretty dark pop,"Sentiment(polarity=0.05, subjectivity=0.7)",0.05,0.7,en,"Maryland, USA",
id,original_text,clean_text,sentiment,polarity,subjectivity,lang,place,place_coord_boundaries
1235092345118318593,@maiapapaya6 Damn is it bad that I liked Goblin Slayer? 😅 😭,maiapapaya6 Damn bad I liked Goblin Slayer,"Sentiment(polarity=-0.04999999999999993, subjectivity=0.7333333333333334)",-0.04999999999999993,0.7333333333333334,en,"Liguan, GU",
1235092010677092352,@kzei_ Hahahaha if it’s anything like Goblin Slayer then 🙅🏻‍♀️,kzei_ Hahahaha anything like Goblin Slayer,"Sentiment(polarity=0.2, subjectivity=0.5)",0.2,0.5,en,,
1235088834787860481,The fact that Goblin Slayer hasn’t named a single character and I’m this invested is so astounding,The fact Goblin Slayer named single character I invested astounding,"Sentiment(polarity=0.2642857142857143, subjectivity=0.6071428571428571)",0.2642857142857143,0.6071428571428571,en,"San Diego, CA",
1235084813259788288,"@crzyboy190 @LeitungEvolved Dorohedero, Claymore, and Goblin Slayer are all pretty dark, and those are the more pop… https://t.co/lhv0N47gtv",crzyboy190 LeitungEvolved Dorohedero Claymore Goblin Slayer pretty dark pop,"Sentiment(polarity=0.05, subjectivity=0.7)",0.05,0.7,en,"Maryland, USA",
1235079431900684289,"@KingJester98 Goblin Slayer is SO GOOD. Chris said it best, it's basically a huge love letter to DnD",KingJester98 Goblin Slayer SO GOOD Chris said best 's basically huge love letter DnD,"Sentiment(polarity=0.65, subjectivity=0.6000000000000001)",0.65,0.6000000000000001,en,"Macon, GA",
1235079246420164610,"Goblin Slayer was good
Definitely will watch S2",Goblin Slayer good Definitely watch S2,"Sentiment(polarity=0.35, subjectivity=0.55)",0.35,0.55,en,Where it was left last,
