id,original_text,clean_text,sentiment,polarity,subjectivity,lang,place,place_coord_boundaries
1248501139428929536,I watched the finale to adventure time. I waited a year to watch it because I didn’t want the show to end. I cried… https://t.co/IFCEnJhQUN,I watched finale adventure time I waited year watch I want show end I cried,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,She/her,
1248500949905068032,rewatched season 10 of Adventure Time and cried at the last episode AGAIN,rewatched season 10 Adventure Time cried last episode AGAIN,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666667,en,"Bay Area, Ca",
1248500841494900737,"@AquaNoGoddess ー blush . After all , he couldn't deny that Aqua was attractive . His arms trembled , yet he managed… https://t.co/dvshqnnfLc",AquaNoGoddess blush After could n't deny Aqua attractive His arms trembled yet managed,"Sentiment(polarity=0.8, subjectivity=1.0)",0.8,1.0,en,,
1248500822322757632,Am I really about to rewatch the entirety of adventure time for the 4th time? Yes.,Am I really rewatch entirety adventure time 4th time Yes,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,en,"Florida, USA",
1248500736310140929,"This is a an awesome post! It's so interesting to see the timeline of adventures.

I typically push the clock forwa… https://t.co/sNhWI5V1XE",This awesome post It 's interesting see timeline adventures I typically push clock forwa,"Sentiment(polarity=0.4444444444444444, subjectivity=0.6666666666666666)",0.4444444444444444,0.6666666666666666,en,"Waco, TX",
1248500663631278080,We going on a adventure at this time of the night,We going adventure time night,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,"Greensboro, NC",
1248500579397038081,Put down that remote and get out that recliner...it’s time to capitalize on your current situation..join me for an… https://t.co/xyihPVhFgd,Put remote get recliner ... time capitalize current situation..join,"Sentiment(polarity=-0.05, subjectivity=0.30000000000000004)",-0.05,0.30000000000000004,en,Savannah Georgia,
1248500495255134212,"I consider Brosnan to be one of the all time great Bonds and this one of the most underappreciated Bond movies.

I'… https://t.co/Fk7oryQrfA",I consider Brosnan one time great Bonds one underappreciated Bond movies I,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,en,"North East, England",
1248500477311893506,"Once upon a time, Darcy the occult criminal set sail for adventure. An old cyberballerina told Darcy a story. 'List… https://t.co/v3YzyRHOVc",Once upon time Darcy occult criminal set sail adventure An old cyberballerina told Darcy story 'List,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.375)",-0.15000000000000002,0.375,en,,
1248500088818696193,I jus wanna watch adventure time,I jus wan na watch adventure time,"Sentiment(polarity=-0.2, subjectivity=0.15000000000000002)",-0.2,0.15000000000000002,en,♑︎,
1248500024368984065,i need a shock collar and everytime i go to watch adventure time it shocks me,need shock collar everytime go watch adventure time shocks,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,pen island,
1248500006413160451,I've been watching Adventure Time for like 9 hours now.,I 've watching Adventure Time like 9 hours,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,a seaside orange grove,
1248499640418226177,"@mijankimi 1. Adventure time
3. Shrek
4. Spongebob Squarepants 
14. Winnie the Pooh",mijankimi 1 Adventure time 3 Shrek 4 Spongebob Squarepants 14 Winnie Pooh,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,"Miri, Sarawak",
1248499609950760960,"Adventure time but more drugs, yeeet #TheMidnightGospel https://t.co/5BcgNkivHH",Adventure time drugs yeeet TheMidnightGospel,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,Zha'ilathal,
1248499301912723458,"Once upon a time, Lina the gentleman priest set sail for adventure. Lina went home.",Once upon time Lina gentleman priest set sail adventure Lina went home,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1248499261370544128,"@ryanpequin And hey, even if they didn't take it, you can still turn it into a passion project on the cheap and eve… https://t.co/kWB5TqHrNU",ryanpequin And hey even n't take still turn passion project cheap eve,"Sentiment(polarity=0.4, subjectivity=0.7)",0.4,0.7,en,,
1248499127857467398,"@saltedwedges Marceline and bubble gum from adventure time pls :""3",saltedwedges Marceline bubble gum adventure time pls `` 3,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1248499095724949504,"Once upon a time, @tylershields and I went on a late night adventure. https://t.co/3Svq7Qu5Aq",Once upon time tylershields I went late night adventure,"Sentiment(polarity=-0.3, subjectivity=0.6)",-0.3,0.6,en,"Los Angeles, CA",
1248498736017203200,"I love watching Adventure Time because it'll be like:
""Extremely ordinary episode with fantastic storyboarding and… https://t.co/qCjM5I9ptY",I love watching Adventure Time 'll like '' Extremely ordinary episode fantastic storyboarding,"Sentiment(polarity=0.21666666666666667, subjectivity=0.6666666666666666)",0.21666666666666667,0.6666666666666666,en,a seaside orange grove,
1248498724885524487,"Childhood shows ranking
Regular show 
Adventure time 
Total drama island
Wizards of Waverly place
Jessie
Bleach 
Na… https://t.co/LoV2AKArUT",Childhood shows ranking Regular show Adventure time Total drama island Wizards Waverly place Jessie Bleach Na,"Sentiment(polarity=0.0, subjectivity=0.41346153846153844)",0.0,0.41346153846153844,en,Jamaica,
1248498538352238594,"Unregistered student. 

We are sadly to hear @LIACmon due to overpassing her hiatus time without further notice to… https://t.co/W4Iu14HkDj",Unregistered student We sadly hear LIACmon due overpassing hiatus time without notice,"Sentiment(polarity=-0.3125, subjectivity=0.6875)",-0.3125,0.6875,en,👦 18/20 👧 19/20,
1248498409998172165,adventure time please 😍 https://t.co/pYAHUBm7Ja,adventure time please,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,🇵🇭,
1248498335045976064,"Once upon a time, Nora the insane lunatic set sail for adventure. Nora went home.",Once upon time Nora insane lunatic set sail adventure Nora went home,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1.0,1.0,en,,
1248498051146080256,"Ebook Price Slash, Spacenoodles Publishing: Hank Curci's Thrilling Time Machine Adventure To Ancient Rome ""Caesar's… https://t.co/k6X4B2PbVl",Ebook Price Slash Spacenoodles Publishing Hank Curci 's Thrilling Time Machine Adventure To Ancient Rome `` Caesar 's,"Sentiment(polarity=0.25, subjectivity=1.0)",0.25,1.0,en,"Seattle,Wash",
1248497985069010946,"Jaldhaka
Aldhaka is a valley town hidden in the hills of Darjeeling. It takes you back in time when nature was, all… https://t.co/iIZEbd0Ef7",Jaldhaka Aldhaka valley town hidden hills Darjeeling It takes back time nature,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.16666666666666666)",-0.08333333333333333,0.16666666666666666,en,India,
1248497802813960192,Ski Safari: Adventure Time Apk Download Android Mod https://t.co/rPOdcnlqXe https://t.co/QA5d7adYhx,Ski Safari Adventure Time Apk Download Android Mod,"Sentiment(polarity=0.2, subjectivity=0.4)",0.2,0.4,en,,
1248497732878094338,"Aww noes!!!!! Bowser had another world to him, but we got by it,  next time it will be the final stream for Luigi's… https://t.co/ZcG2pIJKth",Aww noes Bowser another world got next time final stream Luigi 's,"Sentiment(polarity=0.09999999999999999, subjectivity=0.6333333333333333)",0.09999999999999999,0.6333333333333333,en,,
1248497583024033792,"@Nobodyexx Work,adventure,good friends and time",Nobodyexx Work adventure good friends time,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en, round that other corner...,
1248496902779228160,"You know why it’s hard 
to get over you? 
You made me feel something 
no one else ever has. 
Being with you was lik… https://t.co/aR405bvlVu",You know hard get You made feel something one else ever Being lik,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666,en,,
1248496755353612288,"Once upon a time, Chiaki the professional doctor set out for adventure. Chiaki found an ancient book and opened it.… https://t.co/8ADh3IozLv",Once upon time Chiaki professional doctor set adventure Chiaki found ancient book opened,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,,
1248496510293037060,@JohnMonotony @GameTripperUK And Blackwell games - they brought me back into the genre of adventure point and click… https://t.co/MEZym1pcel,JohnMonotony GameTripperUK And Blackwell games brought back genre adventure point click,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1248496267736408065,God I cant believe adventure time technically still is not over now,God I cant believe adventure time technically still,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,Genderfluid||she/they lean,
1248496136601534466,I love adventure time,I love adventure time,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,en,,
1248495211308707840,@LeguzmanOmar Their name is Matthew Ethan. Here's the artist's DA page!  https://t.co/TPF2wJdF8S,LeguzmanOmar Their name Matthew Ethan Here 's artist 's DA page,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,"Sunshine Coast, Queensland",
1248495026109181954,let me tell you today was a adventure of the life time 😂,let tell today adventure life time,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1248494977543368704,"just,,, i just noticed i started stanning bts,, when i was twelve,,,, like,,,, I WAS IN MY WEIRD ADVENTURE TIME CAR… https://t.co/DMJbn59jIJ",noticed started stanning bts twelve like I WAS IN MY WEIRD ADVENTURE TIME CAR,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,"Seoul, Republic of Korea",
1248494468405161986,"Once upon a time, Mia the gentleman lumberjack set sail for adventure. Mia went home.",Once upon time Mia gentleman lumberjack set sail adventure Mia went home,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1248494374259798019,Drinking coffee all night and watching adventure time🔥,Drinking coffee night watching adventure time,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,"Fukuoka-shi Hakata, Fukuoka",
1248494212099661825,I’m not gonna say it A G A I N: PUT ADVENTURE TIME ON NETFLIX DNOOWWWOWWWWW NOW NOW,I gon na say A G A I N PUT ADVENTURE TIME ON NETFLIX DNOOWWWOWWWWW NOW NOW,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
