id,original_text,clean_text,sentiment,polarity,subjectivity,lang,place,place_coord_boundaries
1233641939448188928,throwback to when i finished all 5 seasons of breaking bad in one week we- https://t.co/PLtcFSZpOo,throwback finished 5 seasons breaking bad one week we-,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,he/him | 20,
1233641918199779328,I finished Breaking Bad 😭😭😭,I finished Breaking Bad,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,Dancing behind you,
1233641305726648320,I miss Chelsey Chels so bad it’s heart breaking 💔,I miss Chelsey Chels bad heart breaking,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,BR. ,
1233641198092505088,"Good Girls is such a fucking good show

Breaking Bad can suck my ass",Good Girls fucking good show Breaking Bad suck ass,"Sentiment(polarity=0.23333333333333336, subjectivity=0.6222222222222222)",0.23333333333333336,0.6222222222222222,en,Saturn's Rings ,"[[-87.486546, 36.4602], [-87.157791, 36.4602], [-87.157791, 36.641767], [-87.486546, 36.641767]]"
1233640765328244737,"Intros I don't skip ever:

Game of Thrones
Breaking Bad

and now...
Better Call Saul",Intros I n't skip ever Game Thrones Breaking Bad ... Better Call Saul,"Sentiment(polarity=-0.19999999999999996, subjectivity=0.5222222222222223)",-0.19999999999999996,0.5222222222222223,en,,
1233640495559081984,@AsaadQuincy @RoyWahome Breaking bad,AsaadQuincy RoyWahome Breaking bad,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,"Nairobi, Kenya",
1233640362096418816,"1.friends
2.breaking bad
3.dexter
4.stranger thimgs
5.vampire diaries
6.prison break 
7. lost
8.11.22.63
9.banshee… https://t.co/OpBe9rrGUT",1.friends 2.breaking bad 3.dexter 4.stranger thimgs 5.vampire diaries 6.prison break 7. lost 8.11.22.63 9.banshee,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,,
1233639621923352576,"Ozark gonna end up in the talks wit The Sopranos, Mad Men, and Breaking bad. Remember this tweet.",Ozark gon na end talks wit The Sopranos Mad Men Breaking bad Remember tweet,"Sentiment(polarity=-0.6624999999999999, subjectivity=0.8333333333333333)",-0.6624999999999999,0.8333333333333333,en,,
1233639617858920448,"@incognitolam i don’t even find it to be the best season of breaking bad tbh.. 
breaking bad might be the best show… https://t.co/xyfIslkACS",incognitolam even find best season breaking bad tbh.. breaking bad might best show,"Sentiment(polarity=0.15000000000000008, subjectivity=0.48333333333333334)",0.15000000000000008,0.48333333333333334,en,,
1233639500028444672,My face breaking out soooo bad 😪,My face breaking soooo bad,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,"Virgin Islands, U.S.",
1233639327831248896,Just love Aaron Paul in breaking bad so much,Just love Aaron Paul breaking bad much,"Sentiment(polarity=5.551115123125783e-17, subjectivity=0.4888888888888889)",5.551115123125783e-17,0.4888888888888889,en,Vancouver BC Canada,
1233639143797903360,@this_is_ritzy @AMC_TV Mine keeps breaking up so bad you can't watch it.,this_is_ritzy AMC_TV Mine keeps breaking bad ca n't watch,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,,
1233637876543344640,I feel bad for Trents car. He’s a great diver an all but people keep breaking into it. 🙄,I feel bad Trents car He great diver people keep breaking,"Sentiment(polarity=0.0500000000000001, subjectivity=0.7083333333333333)",0.0500000000000001,0.7083333333333333,en,"Santa Fe, NM",
1233637558019674112,"Finally finished @SonsofAnarchy. Holy fuck man, out of all the TV series I've watched - It's the best. Beats Breaki… https://t.co/BCioyAIOpc",Finally finished SonsofAnarchy Holy fuck man TV series I 've watched It 's best Beats Breaki,"Sentiment(polarity=0.19999999999999998, subjectivity=0.6333333333333334)",0.19999999999999998,0.6333333333333334,en,spinning in a computer chair,
1233637527984234497,@xxsomebunnyxx @illuminateddino Breaking Bad ok??,xxsomebunnyxx illuminateddino Breaking Bad ok,"Sentiment(polarity=-0.09999999999999992, subjectivity=0.5833333333333333)",-0.09999999999999992,0.5833333333333333,en,The Beach,
1233637506660392961,"No.5. 
Usually include jokes and Meme from Pokemon, Breaking bad, and (not so safely) political figures https://t.co/Q5af4M9LEz",No.5 Usually include jokes Meme Pokemon Breaking bad safely political figures,"Sentiment(polarity=-0.3166666666666666, subjectivity=0.33888888888888885)",-0.3166666666666666,0.33888888888888885,en,"Tacoma, WA","[[-122.5622146, 47.166863], [-122.3484729, 47.166863], [-122.3484729, 47.319058], [-122.5622146, 47.319058]]"
1233637386577272834,"@MysterySolvent There is no leadership here.
This is his “America First” policy breaking bad.  

The US must be an… https://t.co/w7t3s0wt3Y",MysterySolvent There leadership This America First policy breaking bad The US must,"Sentiment(polarity=-0.22499999999999992, subjectivity=0.5)",-0.22499999999999992,0.5,en,"Rowland Heights, CA",
1233637041960816640,breaking bad is the only show i’ve watched more than once it’s great https://t.co/AglNIIq4rO,breaking bad show watched great,"Sentiment(polarity=0.0500000000000001, subjectivity=0.7083333333333333)",0.0500000000000001,0.7083333333333333,en,"toronto, 20 ",
1233636487209480198,@lilyrosesloane I broke three bows way back in the day when I played violin. My parents were very disappointed with… https://t.co/lNwh6pnv4f,lilyrosesloane I broke three bows way back day I played violin My parents disappointed,"Sentiment(polarity=-0.375, subjectivity=0.375)",-0.375,0.375,en,California,
