id,original_text,clean_text,sentiment,polarity,subjectivity,lang,place,place_coord_boundaries
1235071452350574592,@opencup @DentonDiablos So sacred you can’t watch most of the games and the MLS teams don’t field a respectable tea… https://t.co/ePgTBqvi5j,opencup DentonDiablos So sacred watch games MLS teams field respectable tea,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,Missouri ,
1235062256611676161,"@bahk27 I’ve heard. I think my current list of games to play includes: Path of Radiance/Radiant Dawn, Awakening, Sh… https://t.co/rivTXAmlJW",bahk27 I heard I think current list games play includes Path Radiance/Radiant Dawn Awakening Sh,"Sentiment(polarity=0.0, subjectivity=0.4)",0.0,0.4,en,,
1235054849055526912,Congratulations to 7th grade Sacred Heart and 8th grade Queen of Angels for winning the CCYL championship games tonight!,Congratulations 7th grade Sacred Heart 8th grade Queen Angels winning CCYL championship games tonight,"Sentiment(polarity=0.5, subjectivity=0.75)",0.5,0.75,en,,
1235044992080437249,"For instance, more than 27 million households outside India have watched its animated show Mighty Little Bheem, Has… https://t.co/jR7O5rHsEP",For instance 27 million households outside India watched animated show Mighty Little Bheem Has,"Sentiment(polarity=0.07083333333333335, subjectivity=0.4833333333333334)",0.07083333333333335,0.4833333333333334,en,,
1235027383461138432,@ShirshoD Oh thank you because sacred games is so good but it’s just too much,ShirshoD Oh thank sacred games good much,"Sentiment(polarity=0.44999999999999996, subjectivity=0.4)",0.44999999999999996,0.4,en,"Washington, DC",
1235022399722016771,"Girls win 47-35 with a complete team effort.  This team lost their last 10 games last year, today they won their fi… https://t.co/vSTh9IIOBc",Girls win 47-35 complete team effort This team lost last 10 games last year today fi,"Sentiment(polarity=0.225, subjectivity=0.23333333333333334)",0.225,0.23333333333333334,en,,
1235018665650778120,@PatssSB55 Are you surprised that the sacred cow can’t be elite in big games?,PatssSB55 Are surprised sacred cow elite big games,"Sentiment(polarity=-0.011111111111111108, subjectivity=0.3888888888888889)",-0.011111111111111108,0.3888888888888889,en,,
1235012943709757440,#Darbar the guy who challenges #rajni via video is bunty from sacred games,Darbar guy challenges rajni via video bunty sacred games,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,"Arizona, USA",
1235004926998302720,@FatimaAsiff Sacred Games was way better..,FatimaAsiff Sacred Games way better..,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,The Mafia Rolls Everywhere.,
1235002749936254976,DEACS WIN! Five pitchers combine to one-hit Sacred Heart as Wake Forest earns its second shutout in the last three… https://t.co/Jf8LzDF6x0,DEACS WIN Five pitchers combine one-hit Sacred Heart Wake Forest earns second shutout last three,"Sentiment(polarity=0.26666666666666666, subjectivity=0.15555555555555556)",0.26666666666666666,0.15555555555555556,en,"Winston-Salem, NC",
1234994269670129664,"i dunno ""powerlessness"" is a sacred lamb in horror games to a lot of people but i appreciate being able to work out… https://t.co/KhyF1NCUCm",dunno `` powerlessness '' sacred lamb horror games lot people appreciate able work,"Sentiment(polarity=0.5, subjectivity=0.625)",0.5,0.625,en,icon by @splendidland,
1234981155050409985,Season 3 of Sacred Games WYA cause I’m not okay,Season 3 Sacred Games WYA cause I okay,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,,
1234979637597327361,"As a point of reference, St. Bernard played in Notre Dame-West Haven's Christmas tournament and lost both #ctbb gam… https://t.co/R5RoFmlXRM",As point reference St. Bernard played Notre Dame-West Haven 's Christmas tournament lost ctbb gam,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,Connecticut,
1234961756126052359,"Whoever wrote this ,
I doubt if he has watched Asur or sacred games either . Writing entire storyline and comparing… https://t.co/tyrRwWUSk2",Whoever wrote I doubt watched Asur sacred games either Writing entire storyline comparing,"Sentiment(polarity=0.0, subjectivity=0.625)",0.0,0.625,en,,
1234950676737712129,"Pleasant Plains vs Sacred Heart Griffin tonight in Beardstown 

A short preview of that, along with all the other s… https://t.co/kUrWVYRHPc",Pleasant Plains vs Sacred Heart Griffin tonight Beardstown A short preview along,"Sentiment(polarity=0.36666666666666664, subjectivity=0.6333333333333333)",0.36666666666666664,0.6333333333333333,en,"Springfield, IL",
1234931461221945346,@carameltittiess Lmaoo my mom's watching sacred games 2,carameltittiess Lmaoo mom 's watching sacred games 2,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,"Dubai, United Arab Emirates",
1234930857296744448,idk the 80s beats have a weird attraction to them. that ww84 soundtrack and sacred games labon se chukar are amazing,idk 80s beats weird attraction ww84 soundtrack sacred games labon se chukar amazing,"Sentiment(polarity=0.050000000000000044, subjectivity=0.95)",0.050000000000000044,0.95,en,لاہور,
1234930446095523840,@haleemak_ @marvisirmed Time for sacred games / mirzapur level writers  not for this idiot Khalil.,haleemak_ marvisirmed Time sacred games mirzapur level writers idiot Khalil,"Sentiment(polarity=-0.8, subjectivity=0.8)",-0.8,0.8,en,"Karachi, Pakistan",
1234929319866060800,We must understand the truth. Narcissists don't play by the same rules as you and me. They play horrendous psycholo… https://t.co/P39Kuviy9U,We must understand truth Narcissists n't play rules They play horrendous psycholo,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1234911835771559937,"@OTTSandeep And their original series are below average content. They are promoting them as if they were like sacred games,mirzapur etc 😂",OTTSandeep And original series average content They promoting like sacred games mirzapur etc,"Sentiment(polarity=0.1125, subjectivity=0.575)",0.1125,0.575,en,,
